A_23_P342744,A_24_P246891,A_23_P24535,A_23_P75362,A_32_P76399,A_23_P102973,A_23_P133332,A_23_P257335,A_24_P192988,A_23_P151106,A_23_P120970,A_24_P810290,A_23_P131825,A_23_P206684,A_32_P32061,A_23_P79122,A_23_P368278,A_23_P13344,A_23_P401709,A_24_P67308,A_23_P430381,A_24_P297119,A_23_P320530,A_24_P649282,A_23_P27229,A_24_P766208,A_23_P147255,A_24_P380679,A_23_P256773,A_23_P75529,A_32_P230828,A_23_P104641,A_23_P101871,A_24_P63563,A_23_P436369,A_23_P325690,A_24_P216765,A_23_P359245,A_23_P57370,A_24_P7085,A_23_P119295,A_23_P123555,A_23_P304386,A_32_P49616,A_23_P65068,A_24_P12932,A_23_P251680,A_24_P91472,A_23_P168443,A_23_P71981,A_24_P386323,A_24_P327050,A_23_P27075,A_23_P77031,A_23_P104676,A_23_P163955,A_23_P50919,A_24_P310009,A_23_P131394,A_24_P690983,A_23_P41716,A_32_P215714,A_23_P254741,A_23_P98605,A_23_P90383,A_23_P31064,A_24_P303454,A_24_P271542,A_32_P155506,A_24_P257359,A_23_P150069,A_23_P388914,A_24_P116710,A_23_P1926,A_23_P635,A_23_P38887,A_23_P154605,A_23_P7744,A_23_P207387,A_23_P146908,A_23_P21485,A_23_P69431,A_23_P44794,A_23_P430181,A_23_P113184,A_24_P289029,A_23_P138881,A_23_P113623,A_23_P29318,A_23_P106822,A_23_P14886,A_23_P164421,A_23_P3562,A_23_P132248,A_24_P395042,A_23_P6456,A_23_P112548,A_23_P17354,A_23_P60324,A_23_P83976,SurvivalDays
0.41051,1.3121,-1.6385,1.4944,1.1221,0.70994,0.62847,-0.099312,-1.7986,0.44062,0.32018,0.64371,-1.0984,0.43754,0.71694,0.038535,0.72503,1.6312,0.59721,0.79285,0.18596,1.8927,-0.36483,2.8455,-0.80767,1.2521,0.64736,-0.28185,0.044774,0.69642,1.7678,1.3238,-1.2576,0.2696,-1.1447,-4.1145,0.58862,-3.5413,0.87413,1.5268,0.72231,0.26207,0.17357,0.8853,-2.26,0.32523,0.46996,0.19038,0.0059133,0.24616,-0.093101,-0.38311,0.12437,-1.7729,0.48525,0.18936,0.24459,0.3951,0.096319,0.40105,1.4034,0.99148,-1.9831,0.85676,0.96498,-1.7714,-3.6732,0.57572,0.31859,1.0259,0.35953,0.71924,-0.11099,0.26636,0.39133,0.58504,1.5656,1.0596,0.066988,-0.018553,1.4792,1.4192,0.23855,-0.024667,0.27038,0.53623,-0.51258,0.27557,0.14091,0.9068,-0.099128,0.16653,0.29011,-0.14832,0.97389,0.23135,-1.5599,1.027,0.29574,-1.0115,790
-0.19709,-0.98885,0.99983,-1.5557,-1.6042,-0.9335,-0.25503,-1.0124,1.3632,-0.54323,-1.5241,-0.93629,0.24848,-0.42347,-1.2578,-0.28696,-0.72548,-0.81569,-0.64937,-0.58651,-0.30102,-2.0112,0.63414,-5.0149,0.28622,-0.95331,-0.63649,1.098,-0.075821,-0.28706,0.3632,-0.74543,1.2033,0.045034,0.22256,1.5533,-0.22202,-0.23853,-0.64838,-1.2663,-0.1438,0.69123,-0.3578,-0.62963,0.23972,0.063286,-0.17779,-0.047263,1.2143,-0.56933,0.05441,-0.41021,-0.11992,1.2267,-0.81428,-0.73448,-0.66726,-1.7387,0.032675,-0.43525,-0.48817,-0.71866,1.5665,-0.66533,-1.3204,1.7775,0.19825,-0.90525,-0.6482,-0.72088,-0.66892,-0.15911,-0.5127,-0.087283,-0.10592,0.18893,-0.97385,-0.073124,-0.60489,0.19034,-0.31293,-1.1824,-2.0862,-0.093058,-0.42858,-0.28965,0.77726,-0.12978,-0.67917,0.062467,-0.28943,-0.38394,0.37499,-1.213,-0.9295,-0.8669,0.48762,-2.3286,0.096805,0.81435,533
-0.21788,-0.70369,0.39471,-0.34041,-0.34105,-0.12057,-0.44351,-0.60158,-0.19414,-0.29501,-0.44865,-0.28355,-0.24322,0.062275,-0.26461,-0.4749,-0.35708,-0.076913,-0.10307,-0.1811,-0.80147,-0.26892,-0.06608,-1.6008,-0.15072,-0.21599,-0.046144,0.78245,-0.47318,-0.8536,0.11742,-0.47428,0.51227,0.032959,0.50354,0.040721,-0.16304,0.64922,-0.038049,-0.45313,-0.57748,-0.3291,-0.25292,0.15299,0.097908,-0.0073528,0.30382,-0.0069361,1.2617,-0.16258,-0.70826,-0.35578,-0.48871,0.72994,-0.26242,-0.24085,-0.84776,-1.9129,0.038722,-0.28132,0.14598,-0.25801,0.96246,-0.40895,-0.33426,1.5128,-1.0605,-0.85012,-0.58945,-0.19163,-0.29662,-0.24091,-0.11588,0.038178,-0.22524,-0.11769,-0.1083,-0.58363,-0.069417,-0.42531,-1.3088,-0.11522,-1.6075,-0.16113,-0.39286,-0.47391,1.4132,-0.56503,-0.13262,-0.16238,-0.090135,-0.33439,-0.28432,-0.42335,-0.30671,-0.26891,0.35306,-2.025,-0.12921,0.359,363
0.45777,-1.0233,0.17553,0.98407,-0.1125,-0.23922,-0.0022931,0.0053587,0.86241,0.15479,0.042597,0.38168,0.027952,-0.50456,0.33427,-0.44011,-0.44471,-0.12298,0.031446,-0.51009,-0.45593,0.43618,-0.45181,-1.4403,-0.91316,-0.56385,-0.32155,0.28508,-0.2686,0.0036368,-0.96982,-0.669,0.34301,-0.12337,-0.8418,-1.9689,-0.39171,2.3827,0.30515,-0.85852,-0.54845,-0.087156,0.26338,-0.33957,-0.74998,0.49628,0.19463,-0.45241,0.85417,-0.12325,0.049582,-0.021146,-0.42181,0.49825,-0.043408,-0.88641,0.73035,0.84961,0.13744,0.3692,-0.10099,-0.44092,0.6749,-0.31096,-0.22494,1.6068,-0.93067,-0.2363,-1.1396,-0.27836,0.44922,-0.36267,0.49239,-0.049829,0.010625,-0.21524,0.15844,1.3661,0.14933,-0.45464,-0.13681,0.046462,0.95479,-0.47881,-0.32624,-0.99893,0.65257,-0.36826,-0.092505,-0.078722,-0.36697,-1.4682,-0.23707,0.032288,0.0036626,-0.0095873,-0.15889,-0.43176,-0.32323,2.6635,412
-0.8541,-1.1665,0.31676,1.5146,-0.28324,0.055209,-0.11243,-0.087755,-0.94604,0.17484,-0.19922,-0.19402,2.1128,0.20943,-0.77447,1.009,-0.087217,0.1477,-0.000197,-0.02239,0.93656,-0.77441,-0.34819,-1.7403,1.4306,0.17851,0.14724,-0.57393,0.63192,0.51208,-0.016324,1.0979,0.073017,-0.25983,0.13626,1.1875,0.90456,1.3673,-0.31115,0.24362,0.79808,0.65677,0.60986,0.24541,0.16956,0.24788,0.26549,1.0407,-0.95135,0.25719,0.65993,0.66444,0.473,-0.68975,-0.13008,0.23077,-0.53563,-0.13642,0.054492,0.13092,-0.75734,-0.050418,1.7129,0.14773,0.53751,0.90982,2.3748,1.5342,0.20781,-0.20843,0.3752,-0.24319,0.031591,0.38053,-0.36945,0.65945,-1.3226,-2.7983,0.58882,0.061938,-0.10131,-0.81095,0.52414,0.54537,0.90083,0.0055051,-0.50083,0.63199,-0.014369,-0.18508,0.34797,-0.0098505,0.21066,0.38345,0.15171,0.26095,0.43674,1.8331,0.37151,-1.1806,364
0.84764,0.33527,-1.4463,1.7658,0.72896,0.64725,0.11254,0.76164,-0.60325,1.3439,0.7088,1.5894,-0.42486,0.51352,2.3073,0.45008,0.93441,1.653,0.77275,0.98389,1.0252,2.2461,-0.26463,0.80325,-0.27674,0.95134,2.417,-0.53151,0.26716,1.3452,2.4067,1.1428,-0.79995,0.17631,0.25795,-3.1386,1.0833,-1.118,1.1659,1.0037,0.39959,0.61625,0.041097,0.010132,-2.7111,0.5743,0.12356,0.43074,-0.57928,0.31633,-0.0034909,0.16457,0.08197,-0.96047,0.6408,1.2218,-0.090903,2.1594,0.73082,-0.27726,1.2288,0.17579,-2.6669,0.73955,1.4893,-2.092,-1.7521,1.0183,0.32784,1.4287,0.55885,0.4045,0.000369,1.2991,1.4699,0.63021,1.0667,-0.621,0.5419,0.71741,1.0859,0.80789,1.4791,1.4035,-0.21637,0.10531,-0.32272,0.40191,0.34853,0.74424,0.0081916,0.91316,0.27856,0.5278,1.7821,1.1617,0.86816,2.2293,0.37026,-1.1148,1304
-0.90039,-1.3555,0.94774,-1.937,-0.75801,-0.018503,-0.053313,-0.99766,2.2871,-0.55729,-0.02219,-0.88054,0.32062,-0.55474,-0.37751,-0.1243,-0.036312,-0.35462,-0.55055,-0.3883,-0.32602,-2.1089,1.1452,-3.3854,1.5231,-0.29155,-1.0144,0.88805,-0.60973,-0.11634,-0.42428,-0.32954,1.706,-0.13841,-0.13469,1.5682,-0.0035858,0.58827,-0.65741,-0.82435,0.25202,0.94738,-0.85659,-0.10221,1.1686,-0.18464,0.15794,0.15518,0.089612,-1.1591,-0.11005,0.016821,-0.40166,1.226,-0.25609,-0.53617,0.23676,-0.11788,-0.70929,-0.65866,-0.79488,0.063896,1.3444,-0.092365,-0.77547,3.5439,-1.7215,-0.34153,-0.16056,-0.75262,-1.3716,-0.0068297,-0.76244,-0.20966,0.084961,-0.005446,-1.8988,0.2358,-0.81652,-0.16379,-0.4949,-0.64551,-2.5167,0.085633,-0.40534,-0.46074,0.18653,-0.26117,-0.27186,-0.37031,0.18255,-0.3167,0.27033,-0.82087,-0.30425,-0.40159,-0.19911,-2.1,0.1553,1.8846,455
0.1623,0.06178,-1.0095,-0.081773,-0.30487,0.17538,-0.046439,-0.45807,0.20347,0.056953,0.3855,0.47681,-0.050529,0.43141,-0.69216,0.053436,0.34902,-0.1332,-0.56988,-0.21017,-0.19136,1.3886,-0.2848,-4.1502,-0.49632,-0.27801,-0.051971,-0.70494,0.61128,-0.18763,-1.3544,-0.024261,1.4969,0.26651,0.62687,-0.076245,-0.3164,-0.95857,0.56357,0.42947,0.32164,0.76099,0.087383,-0.29296,-1.9326,-0.22274,0.18146,0.36632,0.093963,0.30591,0.26281,0.21869,0.094127,0.046046,-0.13086,0.40465,1.4853,-3.5935,0.54189,-0.0069551,0.14024,-0.91795,-0.77721,-0.1351,-0.19149,-1.7088,0.62742,0.36889,-0.25924,0.44933,0.051656,-0.08862,1.4639,0.25192,0.39438,-0.015543,0.52557,-0.87977,0.35328,-0.37969,0.25555,-0.43471,-1.7632,-0.38014,0.0025659,0.17391,0.38167,-0.46743,0.42757,-0.15865,-0.13863,-0.34768,-0.002625,0.23065,-0.094436,0.50159,0.50294,0.11059,0.44894,0.4733,145
-0.21753,-1.2367,0.26249,-1.4207,-0.89337,-0.47285,0.03108,-0.28037,2.0077,0.069374,-0.75774,-1.3137,0.38105,-0.079759,-1.4106,-0.10878,-0.89233,-0.28066,-0.083584,0.10914,-0.96472,-0.92566,0.013659,-4.0499,-0.18609,-0.32971,0.13847,0.20143,-0.63135,-1.0857,-0.70986,-0.29638,0.62299,-0.09323,-0.058586,0.53709,-0.54341,2.5629,-0.074066,-0.20356,-0.22591,1.0619,0.068355,-0.02659,1.0424,0.14714,0.27884,0.30626,1.6083,0.007153,-0.52774,-0.032554,-0.022616,0.52877,-0.5826,0.15344,-0.71406,-1.5079,-0.20833,-0.069942,0.40863,-0.13337,1.3446,-0.5719,-0.50852,1.6672,-0.7393,-0.62508,-0.68125,-0.25961,0.23377,-0.27905,-0.25799,0.377,-0.2429,-0.084356,-0.52894,-0.4435,0.47881,-0.044387,-1.4151,-0.47419,-2.2101,-0.40055,-0.057877,0.12745,0.49523,-0.040089,-0.28014,0.31351,0.28555,0.015121,-0.42736,-0.52052,-0.23543,-0.62335,-0.12154,-2.0837,-0.15867,1.4412,584
-0.092938,-0.54104,-0.44451,1.1741,0.93362,0.86667,-0.34511,0.30657,0.17454,0.40076,-0.44907,0.62741,-0.61998,0.74658,0.82714,-0.021457,0.14118,1.2715,0.55069,1.1958,0.49952,1.972,-0.082455,-0.0084887,-0.054036,0.7653,0.90878,-0.56618,0.16374,0.064118,1.4435,1.1708,0.83237,0.013229,0.40268,-0.31929,0.26557,-2.0607,1.3502,0.96135,0.70219,-0.47373,0.43737,0.23344,-0.094318,0.41118,0.57587,0.33711,-0.24816,0.051889,-0.058667,0.50294,0.14828,-0.5191,-0.31707,0.7035,-0.069714,-2.32,0.63109,-0.28576,1.4115,-0.27602,0.024611,0.49935,1.5763,-0.64539,1.2024,0.70123,-0.010864,1.2277,0.68286,1.1722,1.1151,0.2472,0.76328,0.67673,-0.50735,-1.1284,-0.077083,0.09178,1.0527,0.96312,0.88249,-0.016127,-0.12127,-0.32196,-0.47147,0.020423,0.45361,0.10933,-0.34061,-0.38278,-0.21805,0.34549,0.89918,1.3633,0.32831,1.1953,0.85091,-0.50458,567
0.48694,0.65467,-1.5865,-1.0767,-0.1331,0.20884,-0.13171,0.97918,-0.47692,0.21695,0.17222,0.25137,-0.18204,0.0031934,0.97095,-0.06801,-0.090405,0.097702,0.028505,-0.052145,-0.6477,0.16361,0.60905,0.54026,-1.8349,-0.24982,-0.3437,1.9975,0.2024,-0.14908,0.51709,0.13312,-1.6325,-0.76059,-0.37439,-2.6543,-0.19845,5.6098,0.51591,-0.42768,0.23738,-0.50475,-0.33229,0.2757,-2.1504,-0.036256,0.10799,-0.32785,-0.20097,-0.13952,0.061804,-0.37915,0.26409,0.74379,0.41592,0.57626,-0.75657,1.071,-0.083435,0.81434,-0.47396,0.2717,-1.7772,0.45259,-0.14087,-1.4701,1.1095,0.17613,0.11339,-0.54432,0.71902,0.1397,-0.32116,0.13373,0.46998,0.04607,0.51264,1.1908,-0.73579,0.60048,-0.17221,0.084595,1.3368,0.025122,-0.38032,-0.85674,0.66686,0.073998,0.60129,0.24637,-0.32529,0.67279,0.040735,0.26139,-0.16671,0.37392,-0.75644,-0.34329,0.17537,-1.2556,414
-0.13921,-0.28447,-0.96281,-0.31833,0.37352,0.55254,0.0587,-0.32649,-0.10865,0.49635,0.10444,1.3436,-0.32549,-0.15799,-0.28473,0.49244,0.28469,0.93881,0.34046,0.62724,0.64797,-0.14676,-0.37458,0.32991,-0.53835,0.55482,0.55741,-0.068466,-0.19923,-0.48833,0.76245,0.98758,-0.80009,-0.27763,-0.11443,-1.8783,0.68963,-1.8053,0.56222,1.2189,0.536,0.85734,0.71033,0.80175,-2.542,1.1492,0.53739,1.0122,0.23071,0.19904,0.40022,0.26764,1.0518,-0.21511,-0.1047,0.23357,-0.72207,-1.4634,-0.068314,0.26284,0.63871,0.74469,-0.89619,0.98165,1.2364,1.2494,-1.0621,0.90495,-0.47199,0.63556,0.19327,0.96187,-0.14016,0.82053,0.83843,0.82788,-0.0012102,0.30229,0.30828,0.44122,-0.081887,0.32585,0.50532,0.1927,0.0026841,-0.01686,0.69388,0.1416,0.31425,-0.11651,0.015665,0.19809,0.275,0.70766,0.28498,0.82823,-0.68555,1.1014,0.51577,-1.4926,429
0.54578,1.7139,-0.688,0.68412,0.36504,0.24402,-0.018849,-0.65596,0.044564,0.61487,0.20488,2.3868,-0.83893,0.33233,0.27981,0.47723,0.5654,1.1416,-0.0086808,0.69311,0.78461,0.4111,-0.67574,0.70852,-1.2646,0.63098,-0.042261,-0.64945,0.56477,0.36597,0.66772,0.92183,-0.50342,0.51957,-0.32957,-1.2548,0.43824,-2.1787,0.66131,0.74571,0.81324,-0.78687,1.2287,0.68576,-3.0344,1.7572,1.3811,1.2987,-1.1943,0.30028,0.80788,0.67761,1.3837,-0.16126,0.93927,0.70029,-0.26906,-1.7478,0.32008,0.082366,0.78751,0.37704,0.53169,0.588,1.0775,0.60476,-2.0413,1.2593,-0.36065,0.9108,0.59978,0.34408,0.11478,1.1742,-0.19321,0.96957,1.5243,0.14871,0.74468,0.63279,1.4538,0.14947,0.96606,0.56193,0.56407,0.36199,0.0086951,0.5369,0.33788,0.6308,1.2655,0.50435,0.97947,0.99961,0.80554,0.44994,0.19825,0.98426,0.68167,-1.608,653
-0.44337,-0.15528,-0.35034,-0.029293,-0.19212,-0.28799,-0.002522,-0.028636,0.97881,-0.57428,-0.51254,-0.31139,1.5332,0.098269,-0.92394,0.096122,0.14815,-0.093257,-0.45465,-0.059115,0.14615,-0.36639,-0.27432,-1.6152,1.5704,-0.20662,-0.31483,-0.29346,0.044214,0.17476,-0.55817,0.26208,0.90441,-0.13787,0.037567,1.9651,0.2503,1.7925,-0.0074897,-0.34268,0.015408,0.64817,0.066455,0.12804,1.1459,-0.28125,0.11836,0.21736,0.052482,-0.18985,-0.20995,-0.21496,-0.18204,0.26401,-0.21178,-0.57584,-0.24618,-0.72823,-0.25075,-0.033713,-0.50512,-0.34187,1.0788,0.086306,-0.31147,1.0131,1.938,0.61013,-0.3805,0.017455,-0.40464,-0.36608,-0.01342,-0.13117,0.016049,-0.16735,-1.3793,-0.78357,-0.061016,0.36335,-1.2646,-0.12729,-0.64905,-0.016312,-0.0025659,-0.45881,0.27168,0.12435,0.032879,-0.41935,-0.1074,0.26135,-0.20503,-0.26755,-0.37912,0.13078,0.11928,0.23187,0.31636,0.52472,145
0.11224,-1.5424,1.1803,-1.8085,0.81683,-0.34276,-0.18771,-1.9052,0.12354,-0.19271,-0.35551,-1.6446,-0.11009,0.46135,1.3291,-0.68496,0.1161,0.75907,0.6104,0.58742,-0.61301,-2.4926,0.70294,-2.7966,0.11053,0.50214,-0.8049,0.98724,-0.8036,-1.4827,1.8442,0.48358,1.503,-0.58953,1.1654,0.1727,-0.59948,-0.13304,0.50588,0.48941,-0.25215,0.19717,-1.3728,0.36932,2.4109,-0.34224,-0.41893,-0.16728,1.1952,-0.48272,0.1307,-0.60142,-0.094172,1.0082,-0.27588,0.68935,-0.56115,-0.98955,-0.969,-1.1742,0.078848,0.94691,-0.80099,0.092488,0.74714,2.3116,2.3314,0.6227,-3.0569,0.42098,0.075927,-0.057205,-0.68152,-0.15109,-0.7751,0.35944,-2.9557,1.5218,-0.42333,0.2714,0.66572,0.61678,-2.2741,0.29808,-0.39553,-0.81043,0.08582,0.66742,-0.14815,0.27703,-0.46997,0.65909,0.43331,-0.026831,-0.63117,-0.42048,-0.20295,-3.2804,-0.21222,-0.41211,313
0.81934,0.93444,-0.78822,-0.053607,0.79388,0.32837,0.82878,-0.37813,0.17589,0.49631,1.0256,2.4389,-1.6696,0.62805,-0.089283,0.057888,0.68954,0.69876,0.42254,0.62826,0.87936,1.071,-0.17325,-0.23369,-0.72514,0.15969,-0.10018,-0.97233,0.21644,0.93346,0.5319,0.54261,-0.69406,0.30209,-0.98894,0.177,0.37411,0.64487,0.38296,1.4697,-0.044007,-0.72577,0.53764,0.43717,-1.8548,1.1471,0.46182,0.14124,-1.5208,0.52152,0.73505,0.27988,1.1054,-0.63748,0.57114,0.81998,0.96242,0.88072,0.090075,0.0019579,0.76101,0.41513,-0.40656,-0.091685,0.96069,-1.1117,0.45947,0.88825,0.35996,0.95893,0.49608,0.26199,0.35699,0.80526,0.29104,0.36083,0.83961,-0.31628,0.48154,0.0041485,0.21444,0.26021,1.0519,0.059321,0.81217,0.78155,0.20247,0.105,0.21675,0.61402,0.39862,0.137,0.44542,1.2836,0.52957,-0.25492,0.041586,0.47907,-0.034906,-0.58522,962
0.38907,1.7826,-1.4738,0.56259,0.1603,-0.19535,0.020487,0.83328,-0.84184,-0.078268,-0.14041,0.83404,-0.3215,-0.86611,3.1027,-0.053143,1.1027,0.26487,-0.071301,0.19138,0.24084,0.44848,-0.085319,2.497,-0.95223,0.021383,0.26079,0.019085,-0.010496,0.07267,0.70632,-0.28786,-1.1454,0.067375,-0.42541,-2.4207,0.44279,-2.7679,0.28764,0.13785,-0.16665,-0.24968,0.31571,0.2311,0.022159,0.088243,-0.5614,0.46582,-1.3589,-0.34085,-0.25094,-0.4436,-0.060925,0.57339,-0.089666,0.44195,1.6285,2.5802,-0.19446,0.8938,0.1498,0.19643,-2.0554,0.157,0.16227,-2.5102,-1.1552,0.13389,0.33766,0.43653,-0.74854,-0.52107,0.72167,-0.47138,0.46813,-0.20836,0.98879,0.34016,-0.29736,0.90925,1.0951,0.11261,1.0553,-0.38495,-0.2188,0.0016417,-1.0066,-0.1173,-0.001658,-0.94582,-0.362,0.071968,-0.2945,0.213,0.54228,0.54204,-0.67984,-0.14887,-0.27139,0.86252,826
-0.35701,-1.5359,1.174,-0.33638,-0.20179,-0.33608,-0.21925,-1.0653,1.1265,0.10834,0.15503,-0.45419,0.73892,-0.89317,-1.0597,0.301,-0.85729,-0.49429,0.062667,-0.63224,0.32712,-1.6942,1.1582,-4.9053,1.4107,-0.59588,0.92964,1.6468,-0.5703,-0.66283,0.33533,-1.2998,1.3152,-0.8667,0.24061,1.768,0.55833,2.1857,-0.58859,0.24519,-0.93023,-1.2195,-0.65243,-0.15798,1.209,0.12248,-1.0888,-0.83249,1.5897,-0.24934,0.31175,-0.72136,-0.013888,1.4271,0.4538,-0.70525,-0.64856,-0.54401,-0.73771,-0.26933,-0.10926,0.37262,0.29622,-0.75541,0.1894,-0.08777,-1.2338,-1.6625,-0.88036,-0.41732,-0.41595,-0.039882,-0.22225,-0.47179,-0.026519,0.59038,-1.8807,-0.13277,-0.95351,-0.85578,-1.1508,-0.20027,-1.6999,-0.24682,-0.80032,-0.18835,1.2146,-0.74048,-0.74721,-0.02567,-1.1838,-2.0573,-1.0148,-0.4722,-0.59659,-0.3546,0.60525,-2.3756,-0.075048,1.14,257
0.47024,2.6611,-2.024,2.485,0.84591,1.2681,0.32713,0.18383,-2.0374,0.50586,0.79839,1.0303,-0.49806,0.89149,0.62733,0.40567,1.464,1.1618,0.62482,0.86119,0.96517,2.9491,-0.24337,2.3286,-0.2358,0.82063,0.9694,-0.42651,0.36487,0.57794,1.2816,1.4835,-0.95834,-0.019448,0.1818,-1.3295,0.62997,-1.7524,1.2667,0.92538,1.1324,0.064511,1.0536,0.60384,-3.1019,0.72141,0.78303,0.36129,-0.53343,0.75052,0.31609,0.066599,1.0208,-0.4695,0.71108,0.78693,-0.29584,0.40612,0.025421,-0.059223,1.1803,-0.16491,-3.075,1.0387,1.1258,-1.8335,-1.3921,1.4804,0.64028,0.83687,0.55387,1.3024,-0.22016,0.96172,1.0744,0.92304,0.68094,0.56662,-0.43124,0.59314,2.0568,0.80971,0.36823,0.90643,0.63315,0.68847,-1.3973,0.78361,0.56835,0.76246,0.24398,1.1138,0.49504,1.0489,1.1109,0.63119,-0.80907,1.2615,0.56269,-1.7103,593
